,0,1,2
00110140_F.wav,N,N,N
00100456_F.wav,W,W,W
00100087_F.wav,W,W,N
00100143_G.wav,N,N,N
00000269_E.wav,N,N,N
00210459_D.wav,N,N,N
00200351_F.wav,N,N,N
00100035_D#.wav,W,W,W
00200314_F.wav,W,W,N
00010330_F.wav,N,W,N
00000272_D#.wav,N,W,W
00200379_D#.wav,W,W,W
00210472_D#.wav,N,N,W
00110204_F.wav,N,W,N
00010228_D#.wav,N,N,N
00110241_F.wav,N,N,N
00100019_E.wav,N,N,N
00000376_G.wav,N,N,N
00200015_F.wav,N,W,N
00110112_D#.wav,W,N,W
00210256_F.wav,N,N,W
00100039_D#.wav,N,N,N
00200391_F.wav,W,N,N
00210213_F.wav,W,W,W
00210270_E.wav,W,W,W
00210403_D#.wav,N,N,N
00210352_D#.wav,N,W,W
00000303_D#.wav,W,W,W
00110180_F.wav,N,W,N
00200208_D#.wav,W,W,W
00010420_F.wav,W,W,N
00210252_D#.wav,W,W,W
00100061_E.wav,N,N,N
00000173_F.wav,N,W,N
00010465_F.wav,W,W,N
00210157_F.wav,N,W,N
00110017_G#.wav,N,N,N
00110138_F.wav,W,N,N
00010093_D#.wav,N,N,N
00010224_D#.wav,W,W,N
00100346_F.wav,N,N,W
00210442_G.wav,N,N,N
00200154_G.wav,N,W,W
00110060_F.wav,W,W,W
00010137_E.wav,W,W,W
00200216_D#.wav,N,W,W
00200344_F#.wav,N,N,N
00010347_D#.wav,N,N,N
00010404_G.wav,N,W,N
00100238_E.wav,N,N,W
00200271_F.wav,N,W,W
00000349_E.wav,W,W,W
00200257_E.wav,W,W,N
00100127_D#.wav,N,W,W
00100175_F#.wav,N,N,N
00010236_E.wav,N,W,W
00110361_F.wav,W,W,W
00210331_D#.wav,W,W,W
00110324_F.wav,N,N,N
00010255_F.wav,W,W,W
00000392_F.wav,N,W,N
00200135_F.wav,W,W,W
00210423_F.wav,N,W,W
00200170_F.wav,W,W,W
00210405_E.wav,N,N,N
00100327_F.wav,W,W,W
00210181_F#.wav,N,W,W
00000182_D#.wav,W,W,W
00000270_E.wav,W,W,W
00200089_D#.wav,W,W,W
00000213_F.wav,W,W,W
00100301_E.wav,N,N,N
00010391_F.wav,W,W,W
00000256_F.wav,N,N,N
00200465_F.wav,W,W,N
00210173_F.wav,N,W,N
00110155_D#.wav,N,W,W
00200420_F.wav,W,W,N
00110055_D#.wav,W,W,W
00200211_F#.wav,N,W,W
00010212_D#.wav,W,W,N
00100063_F.wav,N,W,W
00200343_D#.wav,N,N,N
00000157_F.wav,W,W,N
00000410_G#.wav,W,W,W
00000248_D#.wav,W,W,W
00010154_G.wav,N,N,N
00000442_G.wav,N,N,N
00100297_F#.wav,N,N,N
00110028_D#.wav,N,N,N
00110258_F.wav,N,N,N
00100172_D#.wav,N,N,N
00110025_G.wav,N,N,N
00200137_E.wav,W,W,W
00110468_F.wav,N,W,W
00100282_F.wav,N,N,N
00210328_F#.wav,N,W,W
00110345_F.wav,N,W,N
00010257_E.wav,W,N,N
00200220_D#.wav,W,W,W
00210349_E.wav,N,W,W
00110300_F.wav,N,W,N
00010271_F.wav,N,W,N
00000473_G#.wav,W,W,W
00200404_G.wav,W,W,W
00210392_F.wav,W,W,W
00200255_F.wav,W,W,W
00110036_D#.wav,N,N,N
00200236_E.wav,N,N,W
00000407_D#.wav,W,N,N
00110044_F.wav,N,N,N
00000405_E.wav,W,N,W
00100183_F.wav,W,W,W
00010170_F.wav,W,W,W
00100081_A.wav,N,N,W
00000423_F.wav,N,N,N
00010135_F.wav,W,W,N
00000333_F.wav,N,N,N
00000476_D#.wav,W,N,N
00000190_D#.wav,W,W,W
00100207_F.wav,W,W,W
00110079_F.wav,W,W,W
00210016_F.wav,W,W,N
00000077_F.wav,N,N,W
00200169_F.wav,W,W,N
00000032_F.wav,N,W,N
00110084_F.wav,W,W,W
00000014_E.wav,W,W,W
00010200_D#.wav,N,N,N
00210374_E.wav,W,W,W
00010031_G.wav,W,N,N
00100470_D.wav,N,W,W
00100299_E.wav,N,N,N
00110199_F.wav,N,N,W
00100151_F#.wav,N,N,W
00200052_E.wav,N,N,W
00100003_D#.wav,N,N,N
00200209_G.wav,N,W,W
00010314_F.wav,W,W,N
00010351_F.wav,N,N,N
00000461_G#.wav,N,N,N
00200185_D#.wav,N,W,N
00210269_E.wav,N,N,N
00000459_D.wav,N,N,N
00210439_D#.wav,N,N,W
00110124_D#.wav,W,W,W
00200330_F.wav,N,N,W
00100454_E.wav,N,N,N
00010015_F.wav,W,W,N
00100085_E.wav,N,N,N
00210376_G.wav,N,W,N
00000244_D#.wav,N,N,N
00210247_F#.wav,N,N,N
00110121_F.wav,N,W,N
00100437_F.wav,W,W,W
00110319_G.wav,N,W,N
00210315_D#.wav,W,W,W
01000381_F#.wav,W,W,W
01010289_D#.wav,N,W,N
01210330_F.wav,N,N,W
01000164_D#.wav,N,N,N
01000281_F#.wav,N,N,N
01210035_D#.wav,W,W,W
01010389_D#.wav,W,W,N
01110437_F.wav,W,W,W
01100121_F.wav,N,W,N
01100319_G.wav,N,W,N
01110454_E.wav,N,N,N
01000015_F.wav,W,W,N
01110085_E.wav,W,N,N
01200376_G.wav,N,W,W
01210209_G.wav,N,W,W
01200112_D#.wav,W,W,W
01010111_F#.wav,W,W,W
01100199_F.wav,N,N,W
01210052_E.wav,N,W,W
01110379_D#.wav,W,W,W
01200269_E.wav,N,N,N
01010459_D.wav,N,N,N
01000314_F.wav,W,W,N
01100472_D#.wav,N,N,W
01000351_F.wav,N,N,N
01100084_F.wav,W,W,W
01010014_E.wav,W,W,W
01010077_F.wav,N,W,W
01210169_F.wav,W,W,N
01010032_F.wav,N,W,W
01000031_G.wav,N,N,N
01110470_D.wav,N,W,W
01110299_E.wav,N,N,N
01200071_D#.wav,W,W,W
01200374_E.wav,W,W,W
01010120_D#.wav,N,W,W
01110207_F.wav,W,W,W
01110082_F#.wav,N,W,N
01110235_F#.wav,N,W,W
01010333_F.wav,N,N,N
01210156_D#.wav,N,W,W
01200016_F.wav,W,W,N
01100079_F.wav,N,W,W
01210236_E.wav,N,N,W
01210127_D#.wav,N,W,W
01000176_D#.wav,N,N,N
01210175_F#.wav,N,N,N
01200392_F.wav,W,W,W
01210255_F.wav,W,W,W
01000170_F.wav,W,W,W
01110081_A.wav,N,N,W
01110216_D#.wav,N,W,W
01000135_F.wav,W,W,N
01010423_F.wav,N,W,N
01100044_F.wav,N,N,N
01010405_E.wav,W,N,W
01110183_F.wav,W,W,W
01110344_F#.wav,N,N,N
01210137_E.wav,W,W,W
01100468_F.wav,W,W,W
01100331_D#.wav,N,W,W
01000271_F.wav,N,N,N
01210404_G.wav,W,W,W
01110282_F.wav,N,N,N
01100345_F.wav,N,W,N
01000257_E.wav,W,N,N
01200349_E.wav,N,W,W
01100300_F.wav,N,W,N
01110208_D#.wav,N,W,W
01010157_F.wav,W,W,N
01100352_D#.wav,N,N,W
01100403_D#.wav,N,N,N
01100252_D#.wav,N,W,W
01110063_F.wav,N,W,W
01100258_F.wav,N,W,N
01210039_D#.wav,N,N,N
01100025_G.wav,N,N,N
01010442_G.wav,N,N,N
01000154_G.wav,N,N,N
01000168_D#.wav,N,N,N
01010213_F.wav,W,W,N
01110301_E.wav,N,N,W
01000391_F.wav,W,W,N
01010256_F.wav,N,N,N
01110327_F.wav,W,W,W
01010270_E.wav,W,W,W
01200017_G#.wav,N,N,N
01200173_F.wav,N,W,N
01210465_F.wav,W,W,N
01210420_F.wav,W,W,N
01000255_F.wav,W,W,W
01110220_D#.wav,N,W,W
01010392_F.wav,N,W,N
01100328_F#.wav,N,W,W
01000236_E.wav,N,W,W
01000008_A#.wav,N,N,N
01100361_F.wav,W,W,W
01100324_F.wav,N,N,N
01200405_E.wav,N,N,N
01200423_F.wav,N,W,W
01210135_F.wav,W,W,W
01210170_F.wav,N,W,W
01100060_F.wav,W,W,W
01000137_E.wav,W,W,W
01010349_E.wav,W,W,W
01210257_E.wav,W,W,N
01200036_D#.wav,N,W,N
01000404_G.wav,N,N,N
01110238_E.wav,N,N,W
01210271_F.wav,N,W,W
01200155_D#.wav,W,W,W
01100138_F.wav,W,W,N
01200157_F.wav,W,W,N
01200055_D#.wav,W,W,W
01010004_D#.wav,N,N,N
01110089_D#.wav,W,W,W
01100181_F#.wav,N,W,W
01210154_G.wav,N,W,W
01200442_G.wav,N,N,N
01110346_F.wav,N,N,W
01200270_E.wav,W,W,W
01000294_D#.wav,N,W,N
01210297_F#.wav,N,N,W
01200256_F.wav,N,N,N
01210172_D#.wav,N,N,N
01210391_F.wav,N,N,N
01200213_F.wav,W,W,W
01200028_D#.wav,N,N,W
01000420_F.wav,W,W,N
01110061_E.wav,N,N,W
01000465_F.wav,W,N,N
01010173_F.wav,N,W,N
01110211_F#.wav,N,W,W
01100180_F.wav,N,W,N
01110343_D#.wav,N,N,N
01100204_F.wav,N,W,W
01110185_D#.wav,N,W,N
01100241_F.wav,N,N,N
01000330_F.wav,N,W,N
01100439_D#.wav,N,N,W
01110019_E.wav,N,N,N
01210151_F#.wav,N,W,W
01010376_G.wav,N,N,N
01210015_F.wav,W,W,N
01210003_D#.wav,N,W,W
01010108_D#.wav,N,N,N
01100105_F.wav,N,W,W
01000052_E.wav,N,N,N
01100247_F#.wav,N,N,N
01110456_F.wav,W,W,W
01100140_F.wav,N,N,W
01110087_F.wav,W,W,N
01000209_G.wav,N,N,N
01100315_D#.wav,N,W,W
01210351_F.wav,N,N,N
01010027_F#.wav,N,W,N
01210314_F.wav,W,W,N
01010075_D#.wav,W,W,N
01110143_G.wav,N,N,N
01010269_E.wav,N,N,N
01200459_D.wav,N,N,N
01000298_D#.wav,N,N,N
01200124_D#.wav,W,W,W
01200032_F.wav,N,W,W
01000169_F.wav,W,N,N
01200077_F.wav,N,N,W
01010116_D#.wav,N,W,N
01010144_F#.wav,W,W,W
01200014_E.wav,N,W,W
01110266_F.wav,N,N,N
01110223_F.wav,N,N,W
01010374_E.wav,W,W,W
01210031_G.wav,N,W,W
01000386_D#.wav,W,W,N
01200333_F.wav,N,N,W
01110167_F.wav,N,W,W
01100471_F.wav,N,N,N
01100434_F.wav,N,N,N
01110104_E.wav,N,W,W
01010016_F.wav,N,N,N
01010030_G.wav,N,N,N
01100412_G.wav,N,N,N
01000194_D.wav,N,N,N
01210375_E.wav,N,W,W
01210200_D#.wav,N,W,W
01110411_F.wav,N,W,N
01010197_E.wav,W,W,W
01110386_D#.wav,N,W,W
01000076_F.wav,N,N,N
01010109_F.wav,N,W,N
01200476_D#.wav,W,W,W
01100387_G.wav,W,W,N
01200190_D#.wav,W,W,W
01000295_D.wav,W,N,N
01210388_E.wav,N,W,N
01110384_F.wav,N,W,W
01100243_F.wav,N,N,W
01100341_A.wav,N,W,W
01000332_F.wav,W,W,N
01100116_D#.wav,N,W,W
01100144_F#.wav,W,W,W
01100027_F#.wav,N,N,W
01100075_D#.wav,N,W,W
01100436_F.wav,N,N,N
01200088_F.wav,N,N,N
01010051_F.wav,N,N,N
01110298_D#.wav,N,N,W
01010480_F.wav,N,N,N
01100455_E.wav,N,N,N
01010247_F#.wav,N,N,N
01200244_D#.wav,N,W,W
01010315_D#.wav,W,W,W
01110264_F.wav,N,N,N
01210268_E.wav,N,W,W
01110221_F.wav,W,W,W
01100108_D#.wav,N,N,N
01010350_F.wav,N,N,N
01210033_G.wav,W,W,W
01100385_E.wav,N,W,N
01010438_F.wav,N,N,N
01200461_G#.wav,N,N,N
01000185_D#.wav,N,W,N
01100222_G.wav,N,N,N
01200053_E.wav,N,W,N
01110198_F.wav,W,W,W
01010439_D#.wav,N,N,W
01210212_D#.wav,W,W,N
01000211_F#.wav,N,W,W
01110259_F.wav,N,W,N
01000343_D#.wav,N,N,N
01000092_G.wav,W,W,N
01200410_G#.wav,N,N,W
01200248_D#.wav,W,W,W
01010091_F.wav,W,W,N
01200048_F.wav,W,N,N
01110294_D#.wav,N,W,W
01010466_E.wav,W,W,N
01200182_D#.wav,N,W,W
01010181_F#.wav,N,W,N
01000089_D#.wav,N,N,N
01110158_F.wav,N,W,W
01200464_F.wav,W,W,N
01010390_F.wav,W,W,N
01200134_G.wav,W,W,W
01100004_D#.wav,N,N,W
01100363_F.wav,W,W,W
01100326_F.wav,N,W,W
01010171_F.wav,W,W,N
01000467_F.wav,N,W,W
01110026_E.wav,W,W,W
01000441_E.wav,W,W,W
01210049_E.wav,N,W,W
01000090_E.wav,N,N,N
01110045_F.wav,N,W,W
01200407_D#.wav,W,W,W
01000329_E.wav,N,N,N
01210393_F.wav,N,W,N
01010421_G.wav,N,N,N
01210348_E.wav,N,W,N
01010328_F#.wav,N,W,N
01200136_E.wav,N,W,W
01000220_D#.wav,W,W,W
01200473_G#.wav,N,W,W
01210443_F.wav,N,W,W
01110008_A#.wav,N,W,W
01200110_F.wav,N,W,W
01210092_G.wav,W,W,N
01110280_F.wav,N,N,N
01100302_F.wav,W,W,W
01200466_E.wav,W,W,N
01110139_F.wav,N,W,W
01210093_D#.wav,N,N,W
01210224_D#.wav,W,W,N
01100409_E.wav,N,W,W
01010048_F.wav,W,N,N
01200091_F.wav,W,W,W
01010464_F.wav,W,W,N
01100046_F.wav,N,N,W
01110168_D#.wav,N,W,W
01010352_D#.wav,N,W,N
01010403_D#.wav,N,N,N
01200303_D#.wav,W,W,W
01000208_D#.wav,N,N,N
01010252_D#.wav,W,W,W
01010134_G.wav,N,N,N
01200390_F.wav,W,W,N
01210090_E.wav,N,W,W
01010331_D#.wav,W,W,W
01000049_E.wav,N,N,N
01210441_E.wav,N,W,W
01210467_F.wav,N,W,W
01200171_F.wav,W,W,N
01200421_G.wav,N,W,W
01000393_F.wav,W,N,N
01110325_F.wav,N,N,N
01110360_F.wav,W,W,W
01210329_E.wav,N,N,W
01000216_D#.wav,N,W,W
01100062_G.wav,W,W,N
01000348_E.wav,W,W,N
01210347_D#.wav,N,W,W
01000344_F#.wav,N,N,N
01010110_F.wav,W,W,N
01110163_A.wav,N,N,N
01110047_E.wav,N,N,N
01000443_F.wav,N,W,W
01110024_F.wav,W,W,W
01010136_E.wav,N,N,N
01110176_D#.wav,N,W,W
01000375_E.wav,N,W,N
01210194_D.wav,N,N,N
01100267_F.wav,W,N,N
01200030_G.wav,N,W,W
01210435_F#.wav,N,W,W
01210076_F.wav,N,W,N
01000235_F#.wav,N,N,N
01000082_F#.wav,N,N,N
01200197_E.wav,W,W,W
01210295_D.wav,N,W,N
01100123_F.wav,N,N,W
01100166_F.wav,N,W,W
01200109_F.wav,N,W,W
01100120_D#.wav,N,W,W
01110106_D.wav,N,N,W
01210332_F.wav,N,W,N
01000388_E.wav,N,N,N
01200440_D#.wav,N,W,W
01200272_D#.wav,N,W,W
01100265_D.wav,W,W,W
01200480_F.wav,N,N,N
01000379_D#.wav,W,W,N
01200051_F.wav,N,W,W
01010088_F.wav,N,N,N
01100018_E.wav,N,W,W
01010472_D#.wav,N,N,N
01210228_D#.wav,W,W,W
01110240_F.wav,W,W,W
01110205_F.wav,N,W,W
01100111_F#.wav,W,W,W
01000033_G.wav,N,N,N
01200350_F.wav,N,W,W
01100107_G.wav,N,W,W
01000268_E.wav,N,N,N
01100142_G.wav,N,N,N
01100086_F.wav,N,N,N
01100289_D#.wav,N,W,W
01110141_F.wav,W,W,W
01110164_D#.wav,N,N,W
01110381_F#.wav,W,W,W
01010053_E.wav,N,N,N
01110122_E.wav,N,W,W
01100389_D#.wav,W,W,W
01110281_F#.wav,N,W,W
01200438_F.wav,N,W,N
01200354_D#.wav,W,W,W
01000309_E.wav,W,W,W
01210395_E.wav,W,W,W
01200274_F.wav,W,W,N
01200254_D#.wav,N,W,W
01000402_F.wav,N,W,W
01100165_D#.wav,N,N,N
01200188_F.wav,N,N,N
01000096_F.wav,W,W,N
01010177_E.wav,W,W,W
01000424_E.wav,N,W,N
01200478_D#.wav,W,W,W
01110098_F.wav,N,W,W
01010429_D#.wav,N,N,N
01010378_D#.wav,W,N,N
01210273_D#.wav,W,W,W
01000275_D.wav,W,W,W
01210445_E.wav,N,N,W
01200229_D#.wav,N,N,N
01000195_D#.wav,W,N,N
01210463_F.wav,W,W,N
01210373_D#.wav,W,W,W
01210422_D#.wav,W,W,W
01100179_E.wav,N,W,N
01000397_F.wav,N,W,N
01010250_F.wav,W,W,W
01110321_F.wav,W,W,W
01110364_F.wav,N,W,W
01200068_F.wav,N,W,N
01110296_D#.wav,W,W,N
01010460_F.wav,N,N,N
01000133_F.wav,N,N,N
01010425_F.wav,N,N,N
01110021_D#.wav,N,W,W
01100007_F.wav,N,W,W
01210242_F#.wav,N,W,W
01210210_D#.wav,W,W,W
01100186_G.wav,N,N,N
01210310_D#.wav,N,N,W
01100398_E.wav,N,N,N
01210413_F#.wav,N,W,N
01200394_F.wav,N,N,W
01210253_F.wav,W,W,N
01200369_F.wav,N,W,N
01000232_F.wav,W,W,W
01100006_D#.wav,W,W,W
01000251_E.wav,W,W,N
01010396_E.wav,N,N,N
01210174_E.wav,N,W,W
01110305_G.wav,N,N,W
01100099_E.wav,N,N,N
01200444_F.wav,W,W,N
01210152_F.wav,W,W,W
01200237_D#.wav,N,W,W
01200095_F.wav,N,W,N
01200311_F.wav,N,W,W
01200246_D#.wav,N,W,W
01200372_E.wav,N,W,W
01200337_E.wav,W,W,W
01010317_D#.wav,W,W,W
01010446_D#.wav,W,W,N
01110100_F.wav,W,W,W
01010034_F.wav,W,N,N
01100475_E.wav,W,W,N
01000239_G#.wav,N,N,N
01000362_F#.wav,W,W,N
01000336_G.wav,N,N,N
01100059_E.wav,W,W,W
01210462_F#.wav,N,W,W
01210192_F.wav,W,W,W
01000187_D#.wav,N,N,N
01200073_E.wav,N,W,N
01000291_E.wav,W,W,W
01010356_E.wav,N,N,N
01110050_D#.wav,W,W,W
01010335_F.wav,N,N,N
01110474_F.wav,N,W,N
01200313_D.wav,W,W,W
01110083_E.wav,N,W,W
01200148_F.wav,W,W,W
01100101_E.wav,N,N,N
01110284_D#.wav,N,N,W
01210453_D#.wav,W,W,W
01000353_D#.wav,W,W,W
01010458_D#.wav,W,W,N
01210202_D#.wav,W,W,W
01100226_F.wav,N,W,W
01100263_F.wav,W,W,N
01000312_F.wav,N,W,N
01110382_E.wav,N,W,N
01100114_D#.wav,N,N,N
01000357_F.wav,N,N,N
01200249_F.wav,N,W,W
01210072_F.wav,W,W,N
01000293_G.wav,N,N,N
01010129_F.wav,N,W,N
01110058_F.wav,W,W,W
01000419_E.wav,N,W,N
01010191_F#.wav,N,N,N
01110260_F.wav,W,W,W
01010337_E.wav,W,W,N
01010372_E.wav,W,W,W
01100013_F#.wav,N,N,N
01100113_F#.wav,N,N,W
01010311_F.wav,N,W,N
01100159_A.wav,N,W,W
01200034_F.wav,W,W,N
01200370_D#.wav,W,W,W
01010196_D#.wav,N,W,N
01110359_G.wav,W,W,N
01110161_F.wav,N,N,W
01010073_E.wav,N,N,N
01110102_E.wav,N,W,W
01000192_F.wav,W,W,W
01210336_G.wav,N,N,N
01110283_F#.wav,N,N,N
01200335_F.wav,N,W,W
01210406_D#.wav,W,W,W
01200356_E.wav,N,N,N
01210291_E.wav,N,W,W
01000206_D#.wav,W,W,N
01000365_D#.wav,W,W,N
01110227_D.wav,N,W,W
01010148_F.wav,W,W,N
01210234_D#.wav,N,W,W
01010313_D.wav,W,W,W
01010377_A#.wav,W,W,W
01100261_E.wav,N,N,N
01110057_F#.wav,N,N,N
01010249_F.wav,N,W,W
01000318_D#.wav,W,W,W
01210357_F.wav,N,W,N
01210418_D#.wav,N,W,W
01210312_F.wav,N,W,W
01010342_D#.wav,W,W,W
01110338_F.wav,W,W,W
01100022_D#.wav,N,W,W
01110415_F.wav,N,W,W
01100103_F.wav,N,N,N
01210419_E.wav,N,W,W
01110450_F.wav,N,W,W
01100146_F.wav,W,W,W
01110178_D#.wav,W,W,N
01200129_F.wav,N,N,N
01210293_G.wav,N,W,N
01000072_F.wav,N,N,N
01110366_E.wav,N,W,W
01100153_D#.wav,N,N,N
01110323_E.wav,W,W,W
01010274_F.wav,W,N,N
01000395_E.wav,W,W,W
01110340_F.wav,N,W,W
01210309_E.wav,W,W,W
01100287_F.wav,W,W,N
01010184_D#.wav,N,N,N
01210424_E.wav,N,W,W
01110428_F.wav,N,W,W
01200433_D#.wav,N,N,W
01200177_E.wav,W,W,W
01210096_F.wav,W,W,N
01210469_D#.wav,N,W,N
01010188_F.wav,N,N,N
01210402_F.wav,N,W,W
01000463_F.wav,W,W,N
01110074_D#.wav,N,W,N
01210275_D.wav,W,W,W
01000445_E.wav,N,N,N
01110041_F.wav,N,N,W
01000214_D#.wav,N,N,N
01200250_F.wav,N,W,W
01210397_F.wav,N,W,W
01200425_F.wav,N,W,N
01210133_F.wav,N,N,N
01200460_F.wav,N,W,N
01010068_F.wav,N,N,N
01210477_D#.wav,N,W,W
01000253_F.wav,W,W,N
01010394_F.wav,N,N,N
01110286_E.wav,N,N,W
01100367_F.wav,W,W,N
01100322_F.wav,N,W,W
01200396_E.wav,N,N,N
01210251_E.wav,N,W,N
01210232_F.wav,W,W,W
01010369_F.wav,N,N,N
01010095_F.wav,N,W,N
01000152_F.wav,N,N,N
01010444_F.wav,W,W,N
01100040_E.wav,N,N,N
01100130_D#.wav,W,W,W
01100066_F.wav,N,N,W
01110399_G.wav,N,N,N
01000174_E.wav,N,N,N
01100278_F.wav,W,W,W
01200009_D.wav,N,N,N
01010130_D#.wav,N,N,N
01210069_F#.wav,N,W,W
01200217_F.wav,N,W,W
01010132_F.wav,N,N,N
01100457_A.wav,N,N,W
01110065_E.wav,W,W,W
01110218_D.wav,N,W,W
01110020_E.wav,N,N,W
01000447_E.wav,N,W,N
01110043_F.wav,N,W,W
01210426_E.wav,N,N,N
01210094_F.wav,N,W,W
01110449_E.wav,N,N,N
01010233_F.wav,N,N,N
01200097_G.wav,N,N,W
01210368_F.wav,N,N,N
01110119_D.wav,N,W,W
01010276_F.wav,W,W,N
01110307_F.wav,N,W,W
01010215_E.wav,N,N,N
01210189_F.wav,N,N,N
01000150_F.wav,W,W,W
01110214_D#.wav,N,N,N
01000115_F.wav,N,W,N
01000074_D#.wav,W,W,N
01010308_E.wav,W,W,N
01210230_F.wav,N,N,N
01000400_G.wav,N,N,W
01210288_F.wav,W,W,W
01100184_D#.wav,W,W,W
01000316_A.wav,N,W,W
01000277_E.wav,N,N,N
01100320_F.wav,W,W,W
01010231_D.wav,N,W,N
01200401_E.wav,W,W,W
01210117_E.wav,N,W,N
01100448_F.wav,N,W,N
01010153_D#.wav,N,N,N
01200427_F.wav,W,W,N
01200002_D#.wav,W,W,W
01000178_D#.wav,W,W,N
01010022_D#.wav,N,N,N
01210029_D#.wav,N,W,N
01100358_F.wav,N,N,N
01110318_D#.wav,W,W,W
01200290_D.wav,N,W,W
01100430_F.wav,N,W,W
01110126_F.wav,W,W,N
01200479_E.wav,N,N,N
01210371_G.wav,N,W,N
01100342_D#.wav,W,W,W
01100416_E.wav,N,N,N
01010012_F.wav,W,W,N
01110145_E.wav,N,N,N
01000128_F.wav,N,W,N
01100377_A#.wav,N,W,W
01110408_A.wav,N,N,W
01000355_G.wav,N,N,N
01210054_D#.wav,N,W,W
01000057_F#.wav,N,N,N
01200010_E.wav,W,W,N
01110262_F.wav,N,N,W
01110365_D#.wav,W,W,W
01110201_E.wav,W,W,W
01100383_E.wav,N,W,N
01000056_E.wav,W,W,N
01200125_A#.wav,W,W,W
01100162_E.wav,N,N,N
01110206_D#.wav,W,W,W
01110431_E.wav,W,W,N
01200292_F.wav,W,W,W
01000283_F#.wav,N,N,N
01200064_G#.wav,W,W,N
01100245_F.wav,W,W,W
01100196_D#.wav,N,W,W
01000334_F.wav,N,W,N
01200193_F.wav,N,W,N
01010013_F#.wav,N,N,N
01210011_F.wav,W,W,W
01010113_F#.wav,N,N,N
01210037_E.wav,N,N,N
01110203_F.wav,N,W,N
01100191_F#.wav,N,N,N
01110225_E.wav,N,N,N
01200012_F.wav,W,W,N
01000371_G.wav,N,W,N
01010479_E.wav,N,N,N
01010114_D#.wav,N,N,N
01010290_D.wav,N,N,N
01100038_F.wav,W,W,W
01010010_E.wav,W,N,N
01100080_F.wav,W,W,W
01110353_D#.wav,W,W,W
01100451_F.wav,N,N,N
01110147_F.wav,N,N,W
01100414_F.wav,W,W,W
01210355_G.wav,N,N,N
01100432_E.wav,W,W,W
01210128_F.wav,N,W,N
01100458_D#.wav,W,W,W
01200131_G#.wav,N,N,N
01100339_F.wav,N,N,N
01110417_G.wav,W,W,W
01000284_D#.wav,N,W,N
01110452_G.wav,W,W,W
01210001_D#.wav,W,W,W
01000050_D#.wav,W,W,W
01210056_E.wav,W,W,W
01110187_D#.wav,N,N,W
01110239_G#.wav,N,N,N
01110362_F#.wav,N,W,W
01110380_E.wav,N,W,W
01010292_F.wav,W,W,N
01210334_F.wav,N,W,W
01100160_F.wav,N,W,N
01000037_E.wav,N,N,N
01000011_F.wav,W,W,W
01100317_D#.wav,W,W,W
01100446_D#.wav,W,W,W
01010193_F.wav,W,W,N
01010217_F.wav,N,W,N
01010009_D.wav,N,N,N
01100118_F.wav,W,W,W
01210447_E.wav,W,W,W
01100306_D.wav,W,W,W
01200132_F.wav,N,W,W
01010006_D#.wav,W,W,W
01110279_D.wav,N,W,W
01000094_F.wav,N,W,W
01000426_E.wav,N,N,W
01110067_F.wav,N,N,N
01200215_E.wav,N,N,N
01210070_D#.wav,W,W,N
01000021_D#.wav,W,W,N
01100219_F.wav,N,N,N
01000296_D#.wav,W,W,N
01200276_F.wav,W,W,N
01000368_F.wav,N,N,N
01010097_G.wav,N,N,N
01200233_F.wav,N,N,N
01100042_D.wav,W,W,W
01200078_F#.wav,N,W,N
01200149_D#.wav,N,W,W
01100285_G.wav,W,W,W
01210115_F.wav,W,W,W
01210150_F.wav,W,N,N
01000189_F.wav,N,N,N
01000230_F.wav,N,N,N
01210400_G.wav,N,N,N
01100429_D#.wav,N,W,W
01100378_D#.wav,W,W,W
01200308_E.wav,W,W,W
01100304_F.wav,N,W,N
01110195_D#.wav,W,W,W
01010165_D#.wav,N,N,N
01210277_E.wav,N,W,W
01210316_A.wav,N,W,W
01000288_F.wav,W,W,W
01100023_E.wav,W,W,W
01010427_F.wav,W,W,N
01200231_D.wav,N,W,W
01000117_E.wav,N,W,N
01010401_E.wav,W,W,N
01100005_F.wav,N,N,N
01010170_F.wav,W,W,W
01000423_F.wav,N,W,N
01010135_F.wav,W,W,N
01110070_D#.wav,W,W,W
01100081_A.wav,N,N,W
01000405_E.wav,W,N,W
01100183_F.wav,W,W,W
01100078_F#.wav,N,N,N
01110044_F.wav,N,N,N
01000242_F#.wav,N,W,N
01000210_D#.wav,W,W,N
01200236_E.wav,N,N,W
01000310_D#.wav,N,N,N
01000413_F#.wav,N,N,N
01200255_F.wav,W,W,W
01210392_F.wav,W,W,W
01010271_F.wav,N,N,N
01200404_G.wav,W,W,W
01110345_F.wav,N,W,N
01100282_F.wav,N,N,N
01210349_E.wav,N,W,W
01110300_F.wav,N,W,N
01010257_E.wav,W,N,N
01200137_E.wav,W,W,W
01110468_F.wav,W,W,W
01010237_D#.wav,W,W,W
01010354_D#.wav,N,N,N
01110258_F.wav,N,W,N
01110025_G.wav,N,N,N
01010154_G.wav,N,N,N
01000442_G.wav,N,N,N
01010254_D#.wav,N,N,N
01000157_F.wav,W,W,N
01100063_F.wav,N,W,W
01010478_D#.wav,W,W,W
01200378_D#.wav,W,W,W
01200429_D#.wav,N,W,W
01000273_D#.wav,W,W,W
01200465_F.wav,W,W,N
01210173_F.wav,N,W,N
01210195_D#.wav,W,W,W
01010229_D#.wav,N,N,N
01000422_D#.wav,N,N,N
